Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.70, 2018)",SIR_2015,Months,Notes,Facility_Type,On_Track,Met_2020_Goal,Year ,Facility_Name1,Facility_Name2,Facility_Name3,FACID1,FACID2,FACID3,Infection_Count,SIR ,SIR_95%_CI_Lower_Limit,SIR_95%_CI_Upper_Limit,Facility_ID1,Cases,Predicted_Cases,Hospital_Onset_Cases,Facility_Category
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000038.0,Coast Plaza Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),0.0,0.47,10860.0,0.0,0.0,7.81,Same,Yes,0.0,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000114.0,College Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,1.0,2.0,28593.0,0.5,0.03,2.46,Same,Yes,0.57,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000082.0,Community Hospital Long Beach,Los Angeles,Acute Care Hospital,Community (<125 Beds),0.0,0.34,5666.0,0.0,0.0,10.9,Same,Yes,1.36,5.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000040.0,Community Hospital of Huntington Park,Los Angeles,Acute Care Hospital,Community (<125 Beds),0.0,0.25,13867.0,0.0,0.0,15.01,Same,Yes,3.67,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000053.0,East Los Angeles Doctors Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),0.0,0.57,12536.0,0.0,0.0,6.48,Same,Yes,2.28,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000056.0,Emanate Health Foothill Presbyterian Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),4.0,0.88,23963.0,4.52,1.23,11.58,Worse,No,,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000070.0,Emanate Health Inter-Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1.0,1.73,33674.0,0.58,0.03,2.85,Same,Yes,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132.0,Emanate Health Queen of the Valley Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),1.0,3.08,58302.0,0.33,0.02,1.6,Same,Yes,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000054.0,Encino Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1.0,0.61,12369.0,1.63,0.04,9.1,Same,No,0.0,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000058.0,Garfield Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),2.0,3.66,52255.0,0.55,0.09,1.81,Same,Yes,1.86,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000093.0,Glendale Memorial Hospital and Health Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),0.0,2.03,44550.0,0.0,0.0,1.48,Same,Yes,0.38,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000060.0,Glendora Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),0.0,0.71,15533.0,0.0,0.0,5.19,Same,Yes,4.14,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068.0,"Good Samaritan Hospital, Los Angeles",Los Angeles,Acute Care Hospital,Community (>250 Beds),5.0,4.5,69215.0,1.11,0.41,2.46,Same,No,2.51,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000062.0,Greater El Monte Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),0.0,0.68,16107.0,0.0,0.0,5.4,Same,Yes,0.0,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000063.0,Henry Mayo Newhall Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),1.0,2.82,52068.0,0.35,0.02,1.75,Same,Yes,0.0,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065.0,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),4.0,2.73,57840.0,1.46,0.47,3.53,Same,No,0.62,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026.0,Huntington Memorial Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),3.0,5.76,117610.0,0.52,0.13,1.42,Same,Yes,0.51,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001543.0,"Kaiser Foundation Hospital, Baldwin Park",Los Angeles,Acute Care Hospital,Major Teaching,2.0,2.15,49863.0,0.93,0.16,3.07,Same,No,0.0,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000074.0,"Kaiser Foundation Hospital, Downey",Los Angeles,Acute Care Hospital,Community (>250 Beds),0.0,3.46,88875.0,0.0,0.0,0.87,Better,Yes,0.72,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000072.0,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,Acute Care Hospital,Major Teaching,4.0,6.89,126109.0,0.58,0.18,1.4,Same,Yes,0.91,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000050.0,"Kaiser Foundation Hospital, Panorama City",Los Angeles,Acute Care Hospital,Community (125-250 Beds),0.0,2.13,42699.0,0.0,0.0,1.4,Same,Yes,0.62,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000071.0,"Kaiser Foundation Hospital, South Bay",Los Angeles,Acute Care Hospital,Community (>250 Beds),2.0,1.97,49490.0,1.02,0.17,3.36,Same,No,1.38,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000076.0,"Kaiser Foundation Hospital, West LA",Los Angeles,Acute Care Hospital,Community (125-250 Beds),1.0,1.8,41934.0,0.56,0.03,2.75,Same,Yes,0.0,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000290.0,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,Acute Care Hospital,Community (>250 Beds),3.0,1.68,38330.0,1.78,0.45,4.85,Same,No,0.97,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912.0,Keck Hospital of USC,Los Angeles,Acute Care Hospital,Major Teaching,1.0,5.31,82983.0,0.19,0.01,0.93,Better,Yes,0.46,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000027.0,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,8.0,6.42,87184.0,1.25,0.58,2.37,Same,No,0.67,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000038.0,LAC/Olive View UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,5.0,4.16,52431.0,1.2,0.44,2.67,Same,No,1.73,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,LAC/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),0.0,0.82,19387.0,0.0,0.0,4.51,Same,Yes,0.63,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000040.0,LAC+USC Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,14.0,15.66,169373.0,0.89,0.51,1.46,Same,No,1.92,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047.0,Lakewood Regional Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),3.0,2.23,40369.0,1.35,0.34,3.67,Same,No,1.69,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085.0,Los Angeles Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),1.0,0.78,27589.0,1.29,0.03,7.19,Same,No,2.61,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000035.0,Martin Luther King Jr. Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1.0,1.17,40012.0,0.86,0.04,4.23,Same,No,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000092.0,Memorial Hospital of Gardena,Los Angeles,Acute Care Hospital,Community (<125 Beds),1.0,1.06,24595.0,0.94,0.05,4.65,Same,No,4.14,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095.0,MemorialCare Long Beach Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,6.0,5.61,95975.0,1.07,0.43,2.23,Same,No,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001709.0,MemorialCare Miller Children's & Women's Hospital Long Beach,Los Angeles,Acute Care Hospital,Pediatric,3.0,1.87,64997.0,1.61,0.41,4.37,Same,No,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096.0,Methodist Hospital of Southern California,Los Angeles,Acute Care Hospital,Community (>250 Beds),0.0,4.16,69303.0,0.0,0.0,0.72,Better,Yes,0.31,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000158.0,Miracle Mile Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),0.0,0.01,348.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000027.0,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),2.0,2.68,44713.0,0.75,0.13,2.47,Same,No,0.88,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000108.0,Monterey Park Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),3.0,0.53,19898.0,5.64,1.16,16.47,Worse,No,3.84,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111.0,Northridge Hospital Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,6.0,3.43,51298.0,1.75,0.71,3.64,Same,No,0.0,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000112.0,Norwalk Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),1.0,0.45,14477.0,2.21,0.06,12.32,Same,No,,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000105.0,Olympia Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),6.0,1.21,23436.0,4.96,2.01,10.31,Worse,No,2.03,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000133.0,Pacifica Hospital of the Valley,Los Angeles,Acute Care Hospital,Community (125-250 Beds),0.0,0.91,18199.0,0.0,0.0,4.04,Same,Yes,2.02,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077.0,Palmdale Regional Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1.0,1.14,33803.0,0.87,0.04,4.31,Same,No,3.22,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000052.0,"PIH Health Hospital, Downey",Los Angeles,Acute Care Hospital,Major Teaching,0.0,1.66,29223.0,0.0,0.0,1.81,Same,Yes,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099.0,"PIH Health Hospital, Whittier",Los Angeles,Acute Care Hospital,Community (>250 Beds),3.0,4.43,81051.0,0.68,0.17,1.84,Same,Yes,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000123.0,Pomona Valley Hospital Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,7.0,6.03,99876.0,1.16,0.51,2.3,Same,No,1.7,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066.0,Providence Holy Cross Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),6.0,4.53,79599.0,1.32,0.54,2.75,Same,No,0.24,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157.0,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,Acute Care Hospital,Community (>250 Beds),0.0,1.04,21537.0,0.0,0.0,2.87,Same,Yes,0.0,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081.0,Providence Little Company of Mary Medical Center Torrance,Los Angeles,Acute Care Hospital,Community (>250 Beds),0.0,3.27,74694.0,0.0,0.0,0.92,Better,Yes,0.81,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000100.0,Providence Saint John's Health Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),1.0,1.89,61334.0,0.53,0.03,2.6,Same,Yes,1.03,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101.0,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),5.0,6.3,81508.0,0.79,0.29,1.76,Same,No,1.23,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091.0,Providence Tarzana Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),2.0,3.12,59583.0,0.64,0.11,2.12,Same,Yes,3.62,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000162.0,Ronald Reagan UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,9.0,10.09,149733.0,0.89,0.44,1.64,Same,No,1.57,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000128.0,Saint Francis Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),7.0,8.05,110466.0,0.87,0.38,1.72,Same,No,0.99,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000104.0,Saint Vincent Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),3.0,3.25,51694.0,0.92,0.24,2.52,Same,No,1.0,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000125.0,San Dimas Community Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),1.0,0.45,13400.0,2.24,0.06,12.47,Same,No,1.49,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000041.0,San Gabriel Valley Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),0.0,2.13,42784.0,0.0,0.0,1.4,Same,Yes,0.46,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000049.0,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,Acute Care Hospital,Major Teaching,4.0,3.36,83230.0,1.19,0.38,2.87,Same,No,0.17,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000140.0,Sherman Oaks Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),2.0,0.73,22105.0,2.75,0.33,9.92,Same,No,0.51,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000035.0,Silver Lake Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),1.0,0.67,15382.0,1.49,0.04,8.29,Same,No,0.0,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015.0,Southern California Hospital at Culver City,Los Angeles,Acute Care Hospital,Community (>250 Beds),2.0,1.5,36578.0,1.33,0.22,4.4,Same,No,2.69,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064.0,Southern California Hospital at Hollywood,Los Angeles,Acute Care Hospital,Community (<125 Beds),0.0,1.05,23060.0,0.0,0.0,2.86,Same,Yes,8.75,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103.0,"St. Mary Medical Center, Long Beach",Los Angeles,Acute Care Hospital,Community (>250 Beds),4.0,3.4,56132.0,1.18,0.37,2.83,Same,No,0.72,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000127.0,Torrance Memorial Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),10.0,3.65,98824.0,2.74,1.39,4.88,Worse,No,0.6,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000163.0,USC Kenneth Norris Jr. Cancer Hospital,Los Angeles,Acute Care Hospital,Major Teaching,1.0,1.72,14940.0,0.58,0.03,2.86,Same,Yes,2.1,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000187.0,USC Verdugo Hills Hospital,Los Angeles,Acute Care Hospital,Community (<125 Beds),0.0,0.72,18719.0,0.0,0.0,5.12,Same,Yes,1.27,12.0,¥ See Data Dictionary,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129.0,Valley Presbyterian Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),4.0,3.97,67132.0,1.01,0.32,2.43,Same,No,1.75,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000188.0,West Covina Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),0.0,0.03,1884.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000028.0,West Hills Hospital & Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),3.0,2.47,42494.0,1.21,0.31,3.31,Same,No,0.0,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000151.0,Whittier Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),0.0,1.06,28170.0,0.0,0.0,2.83,Same,Yes,1.55,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000013.0,Catalina Island Medical Center,Los Angeles,Critical Access Hospital,Critical Access,0.0,0.01,399.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000014.0,Barlow Respiratory Hospital,Los Angeles,Long-term Acute Care Hospital,LTAC,3.0,5.25,28818.0,0.57,0.15,1.55,Same,Yes,0.24,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000144.0,"Kindred Hospital, Baldwin Park",Los Angeles,Long-term Acute Care Hospital,LTAC,6.0,2.84,22924.0,2.12,0.86,4.4,Same,No,0.82,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000089.0,"Kindred Hospital, La Mirada",Los Angeles,Long-term Acute Care Hospital,LTAC,1.0,1.85,16298.0,0.54,0.03,2.67,Same,Yes,1.51,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088.0,"Kindred Hospital, Los Angeles",Los Angeles,Long-term Acute Care Hospital,LTAC,19.0,4.18,28483.0,4.54,2.82,6.96,Worse,No,3.43,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042.0,"Kindred Hospital, San Gabriel Valley",Los Angeles,Long-term Acute Care Hospital,LTAC,5.0,2.49,20135.0,2.01,0.74,4.46,Same,No,2.47,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039.0,"Kindred Hospital, South Bay",Los Angeles,Long-term Acute Care Hospital,LTAC,3.0,2.15,17595.0,1.4,0.36,3.81,Same,No,,12.0,,,,,,,,,,,,,,,,,,,,
2018,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000107.0,Monrovia Memorial Hospital,Los Angeles,Long-term Acute Care Hospital,LTAC,1.0,1.06,10288.0,0.94,0.05,4.64,Same,No,0.82,12.0,,,,,,,,,,,,,,,,,,,,
